text,label,clean_text,source,ticker,date,label_method,label_confidence,sentiment_score,dataset_source
Sekolah Pasar Modal dari IDX - unnes.ac.id,positive,sekolah pasar modal dari idx unnes ac id,unnes.ac.id,"SAHAM, IDX, BURSA SAHAM INDONESIA",2025-11-24,bootstrap_tugas_nlp_ai_trading,0.5755,0.65,market_issues
Seremoni Pencatatan Perdana Saham PT Super Bank Indonesia Tbk (SUPA) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,positive,seremoni pencatatan perdana saham pt super bank indonesia tbk supa di bursa efek indonesia pt bursa efek indonesia,PT Bursa Efek Indonesia,"SAHAM, IDX, BURSA SAHAM INDONESIA",2025-12-17,bootstrap_tugas_nlp_ai_trading,0.5693,0.65,market_issues
"Investasi Saham Indonesia di Pluang | Pluang – Kripto, Saham, Emas & Reksa Dana - Pluang",positive,investasi saham indonesia di pluang pluang kripto saham emas reksa dana pluang,Pluang,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-02-26,bootstrap_tugas_nlp_ai_trading,0.5602,0.65,market_issues
BEI Resmi Buka Akses Data Kepemilikan Saham di Atas 1 Persen - PT Bursa Efek Indonesia,positive,bei resmi buka akses data kepemilikan saham di atas persen pt bursa efek indonesia,PT Bursa Efek Indonesia,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-03-03,bootstrap_tugas_nlp_ai_trading,0.5549,0.65,market_issues
Merdeka Gold Resources Siap Melantai di Bursa Efek Hong Kong - Majalah TAMBANG,positive,merdeka gold resources siap melantai di bursa efek hong kong majalah tambang,Majalah TAMBANG,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-03-25,bootstrap_tugas_nlp_ai_trading,0.6029,0.65,market_issues
"IDX Basic Materials Tumbuh Positif di Tengah Gejolak, Cek Saham Rekomendasi Analis - TradingView",positive,idx basic materials tumbuh positif di tengah gejolak cek saham rekomendasi analis tradingview,TradingView,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-04-09,bootstrap_tugas_nlp_ai_trading,0.6306,0.65,market_issues
"IDX Value30 Tahan Banting di Tengah Gejolak Pasar, Simak Rekomendasi Analis - TradingView",positive,idx value tahan banting di tengah gejolak pasar simak rekomendasi analis tradingview,TradingView,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-04-23,bootstrap_tugas_nlp_ai_trading,0.5793,0.65,market_issues
Daftar Saham LQ45 Terbaru Mei 2026: Perubahan Komposisi dan Dampaknya bagi Investor - Ajaib,positive,daftar saham lq terbaru mei perubahan komposisi dan dampaknya bagi investor ajaib,Ajaib,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-04-27,bootstrap_tugas_nlp_ai_trading,0.5681,0.65,market_issues
"BEI Luncurkan IDX Hotdesk, Perkuat Transparansi dan Komunikasi Pasar Modal - Bareksa.com",positive,bei luncurkan idx hotdesk perkuat transparansi dan komunikasi pasar modal bareksa com,Bareksa.com,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-05-05,bootstrap_tugas_nlp_ai_trading,0.6161,0.65,market_issues
"Tingkatkan Komunikasi dengan Investor, BEI Rilis Kanal IDX Hotdesk - Humas Indonesia",positive,tingkatkan komunikasi dengan investor bei rilis kanal idx hotdesk humas indonesia,Humas Indonesia,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-05-06,bootstrap_tugas_nlp_ai_trading,0.6591,0.65,market_issues
Cara Investasi Saham BCA: Panduan Lengkap Beli Saham BBCA 2026 - Pluang,positive,cara investasi saham bca panduan lengkap beli saham bbca pluang,Pluang,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-06-02,bootstrap_tugas_nlp_ai_trading,0.5784,0.65,market_issues
"Daftar Saham yang Didepak FTSE Russell Terbaru, GOTO hingga NCKL Keluar dari Indeks Global - Ajaib",positive,daftar saham yang didepak ftse russell terbaru goto hingga nckl keluar dari indeks global ajaib,Ajaib,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-06-02,bootstrap_tugas_nlp_ai_trading,0.5603,0.65,market_issues
"Berkilau Tapi Loyo, Saham EMAS di IDX Anjlok 7% ke Level Rp6.975 Hari Ini (3/6/25)! - Pintu",positive,berkilau tapi loyo saham emas di idx anjlok ke level rp hari ini pintu,Pintu,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-06-03,bootstrap_tugas_nlp_ai_trading,0.5729,0.65,market_issues
"Saham Melejit 94,2% Masuk UMA - investor.id",positive,saham melejit masuk uma investor id,investor.id,"SAHAM, IDX, BURSA SAHAM INDONESIA",2026-06-23,bootstrap_tugas_nlp_ai_trading,0.5611,0.65,market_issues
"Buyback Penolak Merger Bisa Sedot Kas MTEL Hingga Rp2,98 Triliun, TLKM Jadi Pembeli Siaga - Lotus Andalan Sekuritas",positive,buyback penolak merger bisa sedot kas mtel hingga rp triliun tlkm jadi pembeli siaga lotus andalan sekuritas,Lotus Andalan Sekuritas,TLKM,2026-07-03,bootstrap_tugas_nlp_ai_trading,0.5894,0.65,market_issues
